timestamp,cabinet_id,sensor_id,position,height,sensor_role,inlet_temp_c,source,reading_quality,source_row_id
2025-12-25T00:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.592,normalized-temperature,good,t26
2025-12-25T00:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.692,normalized-temperature,good,t27
2025-12-25T00:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.707,normalized-temperature,good,t28
2025-12-25T00:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.607,normalized-temperature,good,t29
2025-12-25T00:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.707,normalized-temperature,good,t30
2025-12-25T00:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.721,normalized-temperature,good,t31
2025-12-25T00:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.621,normalized-temperature,good,t32
2025-12-25T00:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.721,normalized-temperature,good,t33
2025-12-25T00:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.735,normalized-temperature,good,t34
2025-12-25T00:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.635,normalized-temperature,good,t35
2025-12-25T00:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.735,normalized-temperature,good,t36
2025-12-25T01:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.748,normalized-temperature,good,t37
2025-12-25T01:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.648,normalized-temperature,good,t38
2025-12-25T01:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.748,normalized-temperature,good,t39
2025-12-25T01:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.76,normalized-temperature,good,t40
2025-12-25T01:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.66,normalized-temperature,good,t41
2025-12-25T01:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.76,normalized-temperature,good,t42
2025-12-25T01:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.771,normalized-temperature,good,t43
2025-12-25T01:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.671,normalized-temperature,good,t44
2025-12-25T01:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.771,normalized-temperature,good,t45
2025-12-25T01:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.781,normalized-temperature,good,t46
2025-12-25T01:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.681,normalized-temperature,good,t47
2025-12-25T01:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.781,normalized-temperature,good,t48
2025-12-25T01:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.79,normalized-temperature,good,t49
2025-12-25T01:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.69,normalized-temperature,good,t50
2025-12-25T01:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.79,normalized-temperature,good,t51
2025-12-25T01:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.799,normalized-temperature,good,t52
2025-12-25T01:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.699,normalized-temperature,good,t53
2025-12-25T01:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.799,normalized-temperature,good,t54
2025-12-25T01:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.806,normalized-temperature,good,t55
2025-12-25T01:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.706,normalized-temperature,good,t56
2025-12-25T01:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.806,normalized-temperature,good,t57
2025-12-25T01:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.813,normalized-temperature,good,t58
2025-12-25T01:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.713,normalized-temperature,good,t59
2025-12-25T01:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.813,normalized-temperature,good,t60
2025-12-25T01:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.818,normalized-temperature,good,t61
2025-12-25T01:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.718,normalized-temperature,good,t62
2025-12-25T01:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.818,normalized-temperature,good,t63
2025-12-25T01:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.823,normalized-temperature,good,t64
2025-12-25T01:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.723,normalized-temperature,good,t65
2025-12-25T01:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.823,normalized-temperature,good,t66
2025-12-25T01:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.827,normalized-temperature,good,t67
2025-12-25T01:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.727,normalized-temperature,good,t68
2025-12-25T01:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.827,normalized-temperature,good,t69
2025-12-25T01:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.83,normalized-temperature,good,t70
2025-12-25T01:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.73,normalized-temperature,good,t71
2025-12-25T01:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.83,normalized-temperature,good,t72
2025-12-25T02:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.831,normalized-temperature,good,t73
2025-12-25T02:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.731,normalized-temperature,good,t74
2025-12-25T02:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.831,normalized-temperature,good,t75
2025-12-25T02:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.832,normalized-temperature,good,t76
2025-12-25T02:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.732,normalized-temperature,good,t77
2025-12-25T02:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.832,normalized-temperature,good,t78
2025-12-25T02:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.833,normalized-temperature,good,t79
2025-12-25T02:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.733,normalized-temperature,good,t80
2025-12-25T02:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.833,normalized-temperature,good,t81
2025-12-25T02:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.832,normalized-temperature,good,t82
2025-12-25T02:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.732,normalized-temperature,good,t83
2025-12-25T02:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.832,normalized-temperature,good,t84
2025-12-25T02:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.831,normalized-temperature,good,t85
2025-12-25T02:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.731,normalized-temperature,good,t86
2025-12-25T02:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.831,normalized-temperature,good,t87
2025-12-25T02:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.829,normalized-temperature,good,t88
2025-12-25T02:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.729,normalized-temperature,good,t89
2025-12-25T02:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.829,normalized-temperature,good,t90
2025-12-25T02:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.826,normalized-temperature,good,t91
2025-12-25T02:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.726,normalized-temperature,good,t92
2025-12-25T02:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.826,normalized-temperature,good,t93
2025-12-25T02:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.823,normalized-temperature,good,t94
2025-12-25T02:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.723,normalized-temperature,good,t95
2025-12-25T02:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.823,normalized-temperature,good,t96
2025-12-25T02:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.82,normalized-temperature,good,t97
2025-12-25T02:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.72,normalized-temperature,good,t98
2025-12-25T02:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.82,normalized-temperature,good,t99
2025-12-25T02:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.816,normalized-temperature,good,t100
2025-12-25T02:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.716,normalized-temperature,good,t101
2025-12-25T02:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.816,normalized-temperature,good,t102
2025-12-25T02:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.811,normalized-temperature,good,t103
2025-12-25T02:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.711,normalized-temperature,good,t104
2025-12-25T02:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.811,normalized-temperature,good,t105
2025-12-25T02:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.806,normalized-temperature,good,t106
2025-12-25T02:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.706,normalized-temperature,good,t107
2025-12-25T02:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.806,normalized-temperature,good,t108
2025-12-25T03:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.801,normalized-temperature,good,t109
2025-12-25T03:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.701,normalized-temperature,good,t110
2025-12-25T03:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.801,normalized-temperature,good,t111
2025-12-25T03:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.796,normalized-temperature,good,t112
2025-12-25T03:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.696,normalized-temperature,good,t113
2025-12-25T03:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.796,normalized-temperature,good,t114
2025-12-25T03:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.791,normalized-temperature,good,t115
2025-12-25T03:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.691,normalized-temperature,good,t116
2025-12-25T03:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.791,normalized-temperature,good,t117
2025-12-25T03:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.786,normalized-temperature,good,t118
2025-12-25T03:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.686,normalized-temperature,good,t119
2025-12-25T03:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.786,normalized-temperature,good,t120
2025-12-25T03:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.78,normalized-temperature,good,t121
2025-12-25T03:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.68,normalized-temperature,good,t122
2025-12-25T03:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.78,normalized-temperature,good,t123
2025-12-25T03:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.775,normalized-temperature,good,t124
2025-12-25T03:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.675,normalized-temperature,good,t125
2025-12-25T03:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.775,normalized-temperature,good,t126
2025-12-25T03:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.771,normalized-temperature,good,t127
2025-12-25T03:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.671,normalized-temperature,good,t128
2025-12-25T03:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.771,normalized-temperature,good,t129
2025-12-25T03:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.766,normalized-temperature,good,t130
2025-12-25T03:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.666,normalized-temperature,good,t131
2025-12-25T03:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.766,normalized-temperature,good,t132
2025-12-25T03:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.762,normalized-temperature,good,t133
2025-12-25T03:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.662,normalized-temperature,good,t134
2025-12-25T03:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.762,normalized-temperature,good,t135
2025-12-25T03:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.758,normalized-temperature,good,t136
2025-12-25T03:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.658,normalized-temperature,good,t137
2025-12-25T03:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.758,normalized-temperature,good,t138
2025-12-25T03:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.754,normalized-temperature,good,t139
2025-12-25T03:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.654,normalized-temperature,good,t140
2025-12-25T03:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.754,normalized-temperature,good,t141
2025-12-25T03:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.751,normalized-temperature,good,t142
2025-12-25T03:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.651,normalized-temperature,good,t143
2025-12-25T03:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.751,normalized-temperature,good,t144
2025-12-25T04:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.748,normalized-temperature,good,t145
2025-12-25T04:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.648,normalized-temperature,good,t146
2025-12-25T04:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.748,normalized-temperature,good,t147
2025-12-25T04:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.746,normalized-temperature,good,t148
2025-12-25T04:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.646,normalized-temperature,good,t149
2025-12-25T04:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.746,normalized-temperature,good,t150
2025-12-25T04:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.745,normalized-temperature,good,t151
2025-12-25T04:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.645,normalized-temperature,good,t152
2025-12-25T04:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.745,normalized-temperature,good,t153
2025-12-25T04:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.744,normalized-temperature,good,t154
2025-12-25T04:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.644,normalized-temperature,good,t155
2025-12-25T04:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.744,normalized-temperature,good,t156
2025-12-25T04:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.744,normalized-temperature,good,t157
2025-12-25T04:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.644,normalized-temperature,good,t158
2025-12-25T04:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.744,normalized-temperature,good,t159
2025-12-25T04:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.744,normalized-temperature,good,t160
2025-12-25T04:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.644,normalized-temperature,good,t161
2025-12-25T04:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.744,normalized-temperature,good,t162
2025-12-25T04:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.745,normalized-temperature,good,t163
2025-12-25T04:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.645,normalized-temperature,good,t164
2025-12-25T04:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.745,normalized-temperature,good,t165
2025-12-25T04:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.747,normalized-temperature,good,t166
2025-12-25T04:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.647,normalized-temperature,good,t167
2025-12-25T04:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.747,normalized-temperature,good,t168
2025-12-25T04:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.749,normalized-temperature,good,t169
2025-12-25T04:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.649,normalized-temperature,good,t170
2025-12-25T04:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.749,normalized-temperature,good,t171
2025-12-25T04:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.752,normalized-temperature,good,t172
2025-12-25T04:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.652,normalized-temperature,good,t173
2025-12-25T04:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.752,normalized-temperature,good,t174
2025-12-25T04:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.756,normalized-temperature,good,t175
2025-12-25T04:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.656,normalized-temperature,good,t176
2025-12-25T04:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.756,normalized-temperature,good,t177
2025-12-25T04:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.76,normalized-temperature,good,t178
2025-12-25T04:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.66,normalized-temperature,good,t179
2025-12-25T04:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.76,normalized-temperature,good,t180
2025-12-25T05:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.765,normalized-temperature,good,t181
2025-12-25T05:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.665,normalized-temperature,good,t182
2025-12-25T05:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.765,normalized-temperature,good,t183
2025-12-25T05:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.77,normalized-temperature,good,t184
2025-12-25T05:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.67,normalized-temperature,good,t185
2025-12-25T05:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.77,normalized-temperature,good,t186
2025-12-25T05:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.776,normalized-temperature,good,t187
2025-12-25T05:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.676,normalized-temperature,good,t188
2025-12-25T05:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.776,normalized-temperature,good,t189
2025-12-25T05:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.782,normalized-temperature,good,t190
2025-12-25T05:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.682,normalized-temperature,good,t191
2025-12-25T05:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.782,normalized-temperature,good,t192
2025-12-25T05:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.789,normalized-temperature,good,t193
2025-12-25T05:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.689,normalized-temperature,good,t194
2025-12-25T05:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.789,normalized-temperature,good,t195
2025-12-25T05:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.796,normalized-temperature,good,t196
2025-12-25T05:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.696,normalized-temperature,good,t197
2025-12-25T05:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.796,normalized-temperature,good,t198
2025-12-25T05:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.803,normalized-temperature,good,t199
2025-12-25T05:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.703,normalized-temperature,good,t200
2025-12-25T05:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.803,normalized-temperature,good,t201
2025-12-25T05:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.81,normalized-temperature,good,t202
2025-12-25T05:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.71,normalized-temperature,good,t203
2025-12-25T05:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.81,normalized-temperature,good,t204
2025-12-25T05:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.818,normalized-temperature,good,t205
2025-12-25T05:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.718,normalized-temperature,good,t206
2025-12-25T05:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.818,normalized-temperature,good,t207
2025-12-25T05:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.826,normalized-temperature,good,t208
2025-12-25T05:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.726,normalized-temperature,good,t209
2025-12-25T05:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.826,normalized-temperature,good,t210
2025-12-25T05:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.834,normalized-temperature,good,t211
2025-12-25T05:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.734,normalized-temperature,good,t212
2025-12-25T05:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.834,normalized-temperature,good,t213
2025-12-25T05:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.841,normalized-temperature,good,t214
2025-12-25T05:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.741,normalized-temperature,good,t215
2025-12-25T05:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.841,normalized-temperature,good,t216
2025-12-25T06:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.849,normalized-temperature,good,t217
2025-12-25T06:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.749,normalized-temperature,good,t218
2025-12-25T06:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.849,normalized-temperature,good,t219
2025-12-25T06:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.857,normalized-temperature,good,t220
2025-12-25T06:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.757,normalized-temperature,good,t221
2025-12-25T06:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.857,normalized-temperature,good,t222
2025-12-25T06:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.864,normalized-temperature,good,t223
2025-12-25T06:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.764,normalized-temperature,good,t224
2025-12-25T06:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.864,normalized-temperature,good,t225
2025-12-25T06:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.871,normalized-temperature,good,t226
2025-12-25T06:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.771,normalized-temperature,good,t227
2025-12-25T06:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.871,normalized-temperature,good,t228
2025-12-25T06:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.877,normalized-temperature,good,t229
2025-12-25T06:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.777,normalized-temperature,good,t230
2025-12-25T06:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.877,normalized-temperature,good,t231
2025-12-25T06:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.883,normalized-temperature,good,t232
2025-12-25T06:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.783,normalized-temperature,good,t233
2025-12-25T06:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.883,normalized-temperature,good,t234
2025-12-25T06:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.889,normalized-temperature,good,t235
2025-12-25T06:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.789,normalized-temperature,good,t236
2025-12-25T06:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.889,normalized-temperature,good,t237
2025-12-25T06:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.894,normalized-temperature,good,t238
2025-12-25T06:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.794,normalized-temperature,good,t239
2025-12-25T06:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.894,normalized-temperature,good,t240
2025-12-25T06:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.898,normalized-temperature,good,t241
2025-12-25T06:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.798,normalized-temperature,good,t242
2025-12-25T06:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.898,normalized-temperature,good,t243
