timestamp,cabinet_id,feed_id,pdu_id,reading_scope,reading_kw,source,reading_quality,source_row_id
2025-12-25T03:15:00Z,cab-d04,,pdu-main,total_cabinet,14.188,normalized-power,good,p39
2025-12-25T03:25:00Z,cab-d04,,pdu-main,total_cabinet,14.195,normalized-power,good,p40
2025-12-25T03:30:00Z,cab-d04,,pdu-main,total_cabinet,14.198,normalized-power,good,p41
2025-12-25T03:35:00Z,cab-d04,,pdu-main,total_cabinet,14.202,normalized-power,good,p42
2025-12-25T03:40:00Z,cab-d04,,pdu-main,total_cabinet,14.205,normalized-power,good,p43
2025-12-25T03:45:00Z,cab-d04,,pdu-main,total_cabinet,14.208,normalized-power,good,p44
2025-12-25T03:50:00Z,cab-d04,,pdu-main,total_cabinet,14.211,normalized-power,good,p45
2025-12-25T03:55:00Z,cab-d04,,pdu-main,total_cabinet,14.214,normalized-power,good,p46
2025-12-25T04:00:00Z,cab-d04,,pdu-main,total_cabinet,14.217,normalized-power,good,p47
2025-12-25T04:05:00Z,cab-d04,,pdu-main,total_cabinet,14.219,normalized-power,good,p48
2025-12-25T04:10:00Z,cab-d04,,pdu-main,total_cabinet,14.222,normalized-power,good,p49
2025-12-25T04:15:00Z,cab-d04,,pdu-main,total_cabinet,14.224,normalized-power,good,p50
2025-12-25T04:20:00Z,cab-d04,,pdu-main,total_cabinet,14.227,normalized-power,good,p51
2025-12-25T04:25:00Z,cab-d04,,pdu-main,total_cabinet,14.229,normalized-power,good,p52
2025-12-25T04:30:00Z,cab-d04,,pdu-main,total_cabinet,14.231,normalized-power,good,p53
2025-12-25T04:35:00Z,cab-d04,,pdu-main,total_cabinet,14.233,normalized-power,good,p54
2025-12-25T04:40:00Z,cab-d04,,pdu-main,total_cabinet,14.235,normalized-power,good,p55
2025-12-25T04:45:00Z,cab-d04,,pdu-main,total_cabinet,14.237,normalized-power,good,p56
2025-12-25T04:50:00Z,cab-d04,,pdu-main,total_cabinet,14.238,normalized-power,good,p57
2025-12-25T04:55:00Z,cab-d04,,pdu-main,total_cabinet,14.24,normalized-power,good,p58
2025-12-25T05:00:00Z,cab-d04,,pdu-main,total_cabinet,14.241,normalized-power,good,p59
2025-12-25T05:05:00Z,cab-d04,,pdu-main,total_cabinet,14.243,normalized-power,good,p60
2025-12-25T05:10:00Z,cab-d04,,pdu-main,total_cabinet,14.244,normalized-power,good,p61
2025-12-25T05:15:00Z,cab-d04,,pdu-main,total_cabinet,14.245,normalized-power,good,p62
2025-12-25T05:20:00Z,cab-d04,,pdu-main,total_cabinet,14.246,normalized-power,good,p63
2025-12-25T05:25:00Z,cab-d04,,pdu-main,total_cabinet,14.247,normalized-power,good,p64
2025-12-25T05:30:00Z,cab-d04,,pdu-main,total_cabinet,14.248,normalized-power,good,p65
2025-12-25T05:35:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p66
2025-12-25T05:40:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p67
2025-12-25T05:45:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p68
2025-12-25T05:50:00Z,cab-d04,,pdu-main,total_cabinet,14.25,normalized-power,good,p69
2025-12-25T05:55:00Z,cab-d04,,pdu-main,total_cabinet,14.25,normalized-power,good,p70
2025-12-25T06:00:00Z,cab-d04,,pdu-main,total_cabinet,14.25,normalized-power,good,p71
2025-12-25T06:05:00Z,cab-d04,,pdu-main,total_cabinet,14.25,normalized-power,good,p72
2025-12-25T06:10:00Z,cab-d04,,pdu-main,total_cabinet,14.25,normalized-power,good,p73
2025-12-25T06:15:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p74
2025-12-25T06:20:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p75
2025-12-25T06:25:00Z,cab-d04,,pdu-main,total_cabinet,14.249,normalized-power,good,p76
2025-12-25T06:30:00Z,cab-d04,,pdu-main,total_cabinet,14.248,normalized-power,good,p77
2025-12-25T06:35:00Z,cab-d04,,pdu-main,total_cabinet,14.247,normalized-power,good,p78
2025-12-25T06:45:00Z,cab-d04,,pdu-main,total_cabinet,14.245,normalized-power,good,p79
2025-12-25T06:50:00Z,cab-d04,,pdu-main,total_cabinet,14.244,normalized-power,good,p80
2025-12-25T06:55:00Z,cab-d04,,pdu-main,total_cabinet,14.243,normalized-power,good,p81
2025-12-25T07:00:00Z,cab-d04,,pdu-main,total_cabinet,14.241,normalized-power,good,p82
2025-12-25T07:05:00Z,cab-d04,,pdu-main,total_cabinet,14.24,normalized-power,good,p83
2025-12-25T07:10:00Z,cab-d04,,pdu-main,total_cabinet,14.238,normalized-power,good,p84
2025-12-25T07:15:00Z,cab-d04,,pdu-main,total_cabinet,14.237,normalized-power,good,p85
2025-12-25T07:20:00Z,cab-d04,,pdu-main,total_cabinet,14.235,normalized-power,good,p86
2025-12-25T07:25:00Z,cab-d04,,pdu-main,total_cabinet,14.233,normalized-power,good,p87
2025-12-25T07:30:00Z,cab-d04,,pdu-main,total_cabinet,14.231,normalized-power,good,p88
2025-12-25T07:35:00Z,cab-d04,,pdu-main,total_cabinet,14.229,normalized-power,good,p89
2025-12-25T07:40:00Z,cab-d04,,pdu-main,total_cabinet,14.227,normalized-power,good,p90
2025-12-25T07:45:00Z,cab-d04,,pdu-main,total_cabinet,14.224,normalized-power,good,p91
2025-12-25T07:50:00Z,cab-d04,,pdu-main,total_cabinet,14.222,normalized-power,good,p92
2025-12-25T07:55:00Z,cab-d04,,pdu-main,total_cabinet,14.219,normalized-power,good,p93
2025-12-25T08:00:00Z,cab-d04,,pdu-main,total_cabinet,14.217,normalized-power,good,p94
2025-12-25T08:05:00Z,cab-d04,,pdu-main,total_cabinet,14.214,normalized-power,good,p95
2025-12-25T08:10:00Z,cab-d04,,pdu-main,total_cabinet,14.211,normalized-power,good,p96
2025-12-25T08:15:00Z,cab-d04,,pdu-main,total_cabinet,14.208,normalized-power,good,p97
2025-12-25T08:20:00Z,cab-d04,,pdu-main,total_cabinet,14.205,normalized-power,good,p98
2025-12-25T08:25:00Z,cab-d04,,pdu-main,total_cabinet,14.202,normalized-power,good,p99
2025-12-25T08:30:00Z,cab-d04,,pdu-main,total_cabinet,14.198,normalized-power,good,p100
2025-12-25T08:35:00Z,cab-d04,,pdu-main,total_cabinet,14.195,normalized-power,good,p101
2025-12-25T08:40:00Z,cab-d04,,pdu-main,total_cabinet,14.192,normalized-power,good,p102
2025-12-25T08:45:00Z,cab-d04,,pdu-main,total_cabinet,14.188,normalized-power,good,p103
2025-12-25T08:50:00Z,cab-d04,,pdu-main,total_cabinet,14.184,normalized-power,good,p104
2025-12-25T08:55:00Z,cab-d04,,pdu-main,total_cabinet,14.181,normalized-power,good,p105
2025-12-25T09:00:00Z,cab-d04,,pdu-main,total_cabinet,14.177,normalized-power,good,p106
2025-12-25T09:05:00Z,cab-d04,,pdu-main,total_cabinet,14.173,normalized-power,good,p107
2025-12-25T09:10:00Z,cab-d04,,pdu-main,total_cabinet,14.169,normalized-power,good,p108
2025-12-25T09:15:00Z,cab-d04,,pdu-main,total_cabinet,14.165,normalized-power,good,p109
2025-12-25T09:20:00Z,cab-d04,,pdu-main,total_cabinet,14.161,normalized-power,good,p110
2025-12-25T09:25:00Z,cab-d04,,pdu-main,total_cabinet,14.156,normalized-power,good,p111
2025-12-25T09:30:00Z,cab-d04,,pdu-main,total_cabinet,14.152,normalized-power,good,p112
2025-12-25T09:35:00Z,cab-d04,,pdu-main,total_cabinet,14.148,normalized-power,good,p113
2025-12-25T09:40:00Z,cab-d04,,pdu-main,total_cabinet,14.143,normalized-power,good,p114
2025-12-25T09:45:00Z,cab-d04,,pdu-main,total_cabinet,14.139,normalized-power,good,p115
2025-12-25T09:50:00Z,cab-d04,,pdu-main,total_cabinet,14.134,normalized-power,good,p116
2025-12-25T09:55:00Z,cab-d04,,pdu-main,total_cabinet,14.13,normalized-power,good,p117
2025-12-25T10:05:00Z,cab-d04,,pdu-main,total_cabinet,14.12,normalized-power,good,p118
2025-12-25T10:10:00Z,cab-d04,,pdu-main,total_cabinet,14.115,normalized-power,good,p119
2025-12-25T10:15:00Z,cab-d04,,pdu-main,total_cabinet,14.111,normalized-power,good,p120
2025-12-25T10:20:00Z,cab-d04,,pdu-main,total_cabinet,14.106,normalized-power,good,p121
2025-12-25T10:25:00Z,cab-d04,,pdu-main,total_cabinet,14.101,normalized-power,good,p122
2025-12-25T10:30:00Z,cab-d04,,pdu-main,total_cabinet,14.096,normalized-power,good,p123
2025-12-25T10:35:00Z,cab-d04,,pdu-main,total_cabinet,14.091,normalized-power,good,p124
2025-12-25T10:40:00Z,cab-d04,,pdu-main,total_cabinet,14.086,normalized-power,good,p125
2025-12-25T10:45:00Z,cab-d04,,pdu-main,total_cabinet,14.08,normalized-power,good,p126
2025-12-25T10:50:00Z,cab-d04,,pdu-main,total_cabinet,14.075,normalized-power,good,p127
2025-12-25T10:55:00Z,cab-d04,,pdu-main,total_cabinet,14.07,normalized-power,good,p128
2025-12-25T11:00:00Z,cab-d04,,pdu-main,total_cabinet,14.065,normalized-power,good,p129
2025-12-25T11:05:00Z,cab-d04,,pdu-main,total_cabinet,14.059,normalized-power,good,p130
2025-12-25T11:10:00Z,cab-d04,,pdu-main,total_cabinet,14.054,normalized-power,good,p131
2025-12-25T11:15:00Z,cab-d04,,pdu-main,total_cabinet,14.049,normalized-power,good,p132
2025-12-25T11:20:00Z,cab-d04,,pdu-main,total_cabinet,14.043,normalized-power,good,p133
2025-12-25T11:25:00Z,cab-d04,,pdu-main,total_cabinet,14.038,normalized-power,good,p134
2025-12-25T11:30:00Z,cab-d04,,pdu-main,total_cabinet,14.033,normalized-power,good,p135
2025-12-25T11:35:00Z,cab-d04,,pdu-main,total_cabinet,14.027,normalized-power,good,p136
2025-12-25T11:40:00Z,cab-d04,,pdu-main,total_cabinet,14.022,normalized-power,good,p137
2025-12-25T11:45:00Z,cab-d04,,pdu-main,total_cabinet,14.016,normalized-power,good,p138
2025-12-25T11:50:00Z,cab-d04,,pdu-main,total_cabinet,14.011,normalized-power,good,p139
2025-12-25T11:55:00Z,cab-d04,,pdu-main,total_cabinet,14.005,normalized-power,good,p140
2025-12-25T12:00:00Z,cab-d04,,pdu-main,total_cabinet,14.0,normalized-power,good,p141
2025-12-25T12:05:00Z,cab-d04,,pdu-main,total_cabinet,13.995,normalized-power,good,p142
2025-12-25T12:10:00Z,cab-d04,,pdu-main,total_cabinet,13.989,normalized-power,good,p143
2025-12-25T12:15:00Z,cab-d04,,pdu-main,total_cabinet,13.984,normalized-power,good,p144
2025-12-25T12:20:00Z,cab-d04,,pdu-main,total_cabinet,13.978,normalized-power,good,p145
2025-12-25T12:25:00Z,cab-d04,,pdu-main,total_cabinet,13.973,normalized-power,good,p146
2025-12-25T12:30:00Z,cab-d04,,pdu-main,total_cabinet,13.967,normalized-power,good,p147
2025-12-25T12:35:00Z,cab-d04,,pdu-main,total_cabinet,13.962,normalized-power,good,p148
2025-12-25T12:40:00Z,cab-d04,,pdu-main,total_cabinet,13.957,normalized-power,good,p149
2025-12-25T12:45:00Z,cab-d04,,pdu-main,total_cabinet,13.951,normalized-power,good,p150
2025-12-25T12:50:00Z,cab-d04,,pdu-main,total_cabinet,13.946,normalized-power,good,p151
2025-12-25T12:55:00Z,cab-d04,,pdu-main,total_cabinet,13.941,normalized-power,good,p152
2025-12-25T13:00:00Z,cab-d04,,pdu-main,total_cabinet,13.935,normalized-power,good,p153
2025-12-25T13:05:00Z,cab-d04,,pdu-main,total_cabinet,13.93,normalized-power,good,p154
2025-12-25T13:10:00Z,cab-d04,,pdu-main,total_cabinet,13.925,normalized-power,good,p155
2025-12-25T13:15:00Z,cab-d04,,pdu-main,total_cabinet,13.92,normalized-power,good,p156
2025-12-25T13:25:00Z,cab-d04,,pdu-main,total_cabinet,13.909,normalized-power,good,p157
2025-12-25T13:30:00Z,cab-d04,,pdu-main,total_cabinet,13.904,normalized-power,good,p158
2025-12-25T13:35:00Z,cab-d04,,pdu-main,total_cabinet,13.899,normalized-power,good,p159
2025-12-25T13:40:00Z,cab-d04,,pdu-main,total_cabinet,13.894,normalized-power,good,p160
2025-12-25T13:45:00Z,cab-d04,,pdu-main,total_cabinet,13.889,normalized-power,good,p161
2025-12-25T13:50:00Z,cab-d04,,pdu-main,total_cabinet,13.885,normalized-power,good,p162
2025-12-25T13:55:00Z,cab-d04,,pdu-main,total_cabinet,13.88,normalized-power,good,p163
2025-12-25T14:00:00Z,cab-d04,,pdu-main,total_cabinet,13.875,normalized-power,good,p164
2025-12-25T14:05:00Z,cab-d04,,pdu-main,total_cabinet,13.87,normalized-power,good,p165
2025-12-25T14:10:00Z,cab-d04,,pdu-main,total_cabinet,13.866,normalized-power,good,p166
2025-12-25T14:15:00Z,cab-d04,,pdu-main,total_cabinet,13.861,normalized-power,good,p167
2025-12-25T14:20:00Z,cab-d04,,pdu-main,total_cabinet,13.857,normalized-power,good,p168
2025-12-25T14:25:00Z,cab-d04,,pdu-main,total_cabinet,13.852,normalized-power,good,p169
2025-12-25T14:30:00Z,cab-d04,,pdu-main,total_cabinet,13.848,normalized-power,good,p170
2025-12-25T14:35:00Z,cab-d04,,pdu-main,total_cabinet,13.844,normalized-power,good,p171
2025-12-25T14:40:00Z,cab-d04,,pdu-main,total_cabinet,13.839,normalized-power,good,p172
2025-12-25T14:45:00Z,cab-d04,,pdu-main,total_cabinet,13.835,normalized-power,good,p173
2025-12-25T14:50:00Z,cab-d04,,pdu-main,total_cabinet,13.831,normalized-power,good,p174
2025-12-25T14:55:00Z,cab-d04,,pdu-main,total_cabinet,13.827,normalized-power,good,p175
2025-12-25T15:00:00Z,cab-d04,,pdu-main,total_cabinet,13.823,normalized-power,good,p176
2025-12-25T15:05:00Z,cab-d04,,pdu-main,total_cabinet,13.819,normalized-power,good,p177
2025-12-25T15:10:00Z,cab-d04,,pdu-main,total_cabinet,13.816,normalized-power,good,p178
2025-12-25T15:15:00Z,cab-d04,,pdu-main,total_cabinet,13.812,normalized-power,good,p179
2025-12-25T15:20:00Z,cab-d04,,pdu-main,total_cabinet,13.808,normalized-power,good,p180
2025-12-25T15:25:00Z,cab-d04,,pdu-main,total_cabinet,13.805,normalized-power,good,p181
2025-12-25T15:30:00Z,cab-d04,,pdu-main,total_cabinet,13.802,normalized-power,good,p182
2025-12-25T15:35:00Z,cab-d04,,pdu-main,total_cabinet,13.798,normalized-power,good,p183
2025-12-25T15:40:00Z,cab-d04,,pdu-main,total_cabinet,13.795,normalized-power,good,p184
2025-12-25T15:45:00Z,cab-d04,,pdu-main,total_cabinet,13.792,normalized-power,good,p185
2025-12-25T15:50:00Z,cab-d04,,pdu-main,total_cabinet,13.789,normalized-power,good,p186
2025-12-25T15:55:00Z,cab-d04,,pdu-main,total_cabinet,13.786,normalized-power,good,p187
2025-12-25T16:00:00Z,cab-d04,,pdu-main,total_cabinet,13.783,normalized-power,good,p188
2025-12-25T16:05:00Z,cab-d04,,pdu-main,total_cabinet,13.781,normalized-power,good,p189
2025-12-25T16:10:00Z,cab-d04,,pdu-main,total_cabinet,13.778,normalized-power,good,p190
2025-12-25T16:15:00Z,cab-d04,,pdu-main,total_cabinet,13.776,normalized-power,good,p191
2025-12-25T16:20:00Z,cab-d04,,pdu-main,total_cabinet,13.773,normalized-power,good,p192
2025-12-25T16:25:00Z,cab-d04,,pdu-main,total_cabinet,13.771,normalized-power,good,p193
2025-12-25T16:30:00Z,cab-d04,,pdu-main,total_cabinet,13.769,normalized-power,good,p194
2025-12-25T16:35:00Z,cab-d04,,pdu-main,total_cabinet,13.767,normalized-power,good,p195
2025-12-25T16:45:00Z,cab-d04,,pdu-main,total_cabinet,13.763,normalized-power,good,p196
2025-12-25T16:50:00Z,cab-d04,,pdu-main,total_cabinet,13.762,normalized-power,good,p197
2025-12-25T16:55:00Z,cab-d04,,pdu-main,total_cabinet,13.76,normalized-power,good,p198
2025-12-25T17:00:00Z,cab-d04,,pdu-main,total_cabinet,13.759,normalized-power,good,p199
2025-12-25T17:05:00Z,cab-d04,,pdu-main,total_cabinet,13.757,normalized-power,good,p200
2025-12-25T17:10:00Z,cab-d04,,pdu-main,total_cabinet,13.756,normalized-power,good,p201
2025-12-25T17:15:00Z,cab-d04,,pdu-main,total_cabinet,13.755,normalized-power,good,p202
2025-12-25T17:20:00Z,cab-d04,,pdu-main,total_cabinet,13.754,normalized-power,good,p203
2025-12-25T17:25:00Z,cab-d04,,pdu-main,total_cabinet,13.753,normalized-power,good,p204
2025-12-25T17:30:00Z,cab-d04,,pdu-main,total_cabinet,13.752,normalized-power,good,p205
2025-12-25T17:35:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p206
2025-12-25T17:40:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p207
2025-12-25T17:45:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p208
2025-12-25T17:50:00Z,cab-d04,,pdu-main,total_cabinet,13.75,normalized-power,good,p209
2025-12-25T17:55:00Z,cab-d04,,pdu-main,total_cabinet,13.75,normalized-power,good,p210
2025-12-25T18:00:00Z,cab-d04,,pdu-main,total_cabinet,13.75,normalized-power,good,p211
2025-12-25T18:05:00Z,cab-d04,,pdu-main,total_cabinet,13.75,normalized-power,good,p212
2025-12-25T18:10:00Z,cab-d04,,pdu-main,total_cabinet,13.75,normalized-power,good,p213
2025-12-25T18:15:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p214
2025-12-25T18:20:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p215
2025-12-25T18:25:00Z,cab-d04,,pdu-main,total_cabinet,13.751,normalized-power,good,p216
2025-12-25T18:30:00Z,cab-d04,,pdu-main,total_cabinet,13.752,normalized-power,good,p217
2025-12-25T18:35:00Z,cab-d04,,pdu-main,total_cabinet,13.753,normalized-power,good,p218
2025-12-25T18:40:00Z,cab-d04,,pdu-main,total_cabinet,13.754,normalized-power,good,p219
2025-12-25T18:45:00Z,cab-d04,,pdu-main,total_cabinet,13.755,normalized-power,good,p220
2025-12-25T18:50:00Z,cab-d04,,pdu-main,total_cabinet,13.756,normalized-power,good,p221
2025-12-25T18:55:00Z,cab-d04,,pdu-main,total_cabinet,13.757,normalized-power,good,p222
2025-12-25T19:00:00Z,cab-d04,,pdu-main,total_cabinet,13.759,normalized-power,good,p223
2025-12-25T19:05:00Z,cab-d04,,pdu-main,total_cabinet,13.76,normalized-power,good,p224
2025-12-25T19:10:00Z,cab-d04,,pdu-main,total_cabinet,13.762,normalized-power,good,p225
2025-12-25T19:15:00Z,cab-d04,,pdu-main,total_cabinet,13.763,normalized-power,good,p226
2025-12-25T19:20:00Z,cab-d04,,pdu-main,total_cabinet,13.765,normalized-power,good,p227
2025-12-25T19:25:00Z,cab-d04,,pdu-main,total_cabinet,13.767,normalized-power,good,p228
2025-12-25T19:30:00Z,cab-d04,,pdu-main,total_cabinet,13.769,normalized-power,good,p229
2025-12-25T19:35:00Z,cab-d04,,pdu-main,total_cabinet,13.771,normalized-power,good,p230
2025-12-25T19:40:00Z,cab-d04,,pdu-main,total_cabinet,13.773,normalized-power,good,p231
2025-12-25T19:45:00Z,cab-d04,,pdu-main,total_cabinet,13.776,normalized-power,good,p232
2025-12-25T19:50:00Z,cab-d04,,pdu-main,total_cabinet,13.778,normalized-power,good,p233
2025-12-25T19:55:00Z,cab-d04,,pdu-main,total_cabinet,13.781,normalized-power,good,p234
2025-12-25T20:05:00Z,cab-d04,,pdu-main,total_cabinet,13.786,normalized-power,good,p235
2025-12-25T20:10:00Z,cab-d04,,pdu-main,total_cabinet,13.789,normalized-power,good,p236
2025-12-25T20:15:00Z,cab-d04,,pdu-main,total_cabinet,13.792,normalized-power,good,p237
2025-12-25T20:20:00Z,cab-d04,,pdu-main,total_cabinet,13.795,normalized-power,good,p238
2025-12-25T20:25:00Z,cab-d04,,pdu-main,total_cabinet,13.798,normalized-power,good,p239
2025-12-25T20:30:00Z,cab-d04,,pdu-main,total_cabinet,13.802,normalized-power,good,p240
2025-12-25T20:35:00Z,cab-d04,,pdu-main,total_cabinet,13.805,normalized-power,good,p241
2025-12-25T20:40:00Z,cab-d04,,pdu-main,total_cabinet,13.808,normalized-power,good,p242
2025-12-25T20:45:00Z,cab-d04,,pdu-main,total_cabinet,13.812,normalized-power,good,p243
2025-12-25T20:50:00Z,cab-d04,,pdu-main,total_cabinet,13.816,normalized-power,good,p244
2025-12-25T20:55:00Z,cab-d04,,pdu-main,total_cabinet,13.819,normalized-power,good,p245
2025-12-25T21:00:00Z,cab-d04,,pdu-main,total_cabinet,13.823,normalized-power,good,p246
2025-12-25T21:05:00Z,cab-d04,,pdu-main,total_cabinet,13.827,normalized-power,good,p247
2025-12-25T21:10:00Z,cab-d04,,pdu-main,total_cabinet,13.831,normalized-power,good,p248
2025-12-25T21:15:00Z,cab-d04,,pdu-main,total_cabinet,13.835,normalized-power,good,p249
2025-12-25T21:20:00Z,cab-d04,,pdu-main,total_cabinet,13.839,normalized-power,good,p250
2025-12-25T21:25:00Z,cab-d04,,pdu-main,total_cabinet,13.844,normalized-power,good,p251
2025-12-25T21:30:00Z,cab-d04,,pdu-main,total_cabinet,13.848,normalized-power,good,p252
2025-12-25T21:35:00Z,cab-d04,,pdu-main,total_cabinet,13.852,normalized-power,good,p253
2025-12-25T21:40:00Z,cab-d04,,pdu-main,total_cabinet,13.857,normalized-power,good,p254
2025-12-25T21:45:00Z,cab-d04,,pdu-main,total_cabinet,13.861,normalized-power,good,p255
2025-12-25T21:50:00Z,cab-d04,,pdu-main,total_cabinet,13.866,normalized-power,good,p256
2025-12-25T21:55:00Z,cab-d04,,pdu-main,total_cabinet,13.87,normalized-power,good,p257
2025-12-25T22:00:00Z,cab-d04,,pdu-main,total_cabinet,13.875,normalized-power,good,p258
2025-12-25T22:05:00Z,cab-d04,,pdu-main,total_cabinet,13.88,normalized-power,good,p259
2025-12-25T22:10:00Z,cab-d04,,pdu-main,total_cabinet,13.885,normalized-power,good,p260
2025-12-25T22:15:00Z,cab-d04,,pdu-main,total_cabinet,13.889,normalized-power,good,p261
2025-12-25T22:20:00Z,cab-d04,,pdu-main,total_cabinet,13.894,normalized-power,good,p262
2025-12-25T22:25:00Z,cab-d04,,pdu-main,total_cabinet,13.899,normalized-power,good,p263
2025-12-25T22:30:00Z,cab-d04,,pdu-main,total_cabinet,13.904,normalized-power,good,p264
2025-12-25T22:35:00Z,cab-d04,,pdu-main,total_cabinet,13.909,normalized-power,good,p265
2025-12-25T22:40:00Z,cab-d04,,pdu-main,total_cabinet,13.914,normalized-power,good,p266
2025-12-25T22:45:00Z,cab-d04,,pdu-main,total_cabinet,13.92,normalized-power,good,p267
2025-12-25T22:50:00Z,cab-d04,,pdu-main,total_cabinet,13.925,normalized-power,good,p268
2025-12-25T22:55:00Z,cab-d04,,pdu-main,total_cabinet,13.93,normalized-power,good,p269
2025-12-25T23:00:00Z,cab-d04,,pdu-main,total_cabinet,13.935,normalized-power,good,p270
2025-12-25T23:05:00Z,cab-d04,,pdu-main,total_cabinet,13.941,normalized-power,good,p271
2025-12-25T23:10:00Z,cab-d04,,pdu-main,total_cabinet,13.946,normalized-power,good,p272
2025-12-25T23:15:00Z,cab-d04,,pdu-main,total_cabinet,13.951,normalized-power,good,p273
2025-12-25T23:25:00Z,cab-d04,,pdu-main,total_cabinet,13.962,normalized-power,good,p274
2025-12-25T23:30:00Z,cab-d04,,pdu-main,total_cabinet,13.967,normalized-power,good,p275
2025-12-25T23:35:00Z,cab-d04,,pdu-main,total_cabinet,13.973,normalized-power,good,p276
2025-12-25T23:40:00Z,cab-d04,,pdu-main,total_cabinet,13.978,normalized-power,good,p277
2025-12-25T23:45:00Z,cab-d04,,pdu-main,total_cabinet,13.984,normalized-power,good,p278
